# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 4.414452362060546875e+01 8.462237304687500000e+03 7.027911875000000000e+05 4.242012480000000000e+08 6.037004000000000000e+06 4.049867776000000000e+09 4.414452362060546875e+01 8.462237304687500000e+03 7.027911875000000000e+05 4.242012480000000000e+08 6.037004000000000000e+06 4.049867776000000000e+09 1.354311401367187500e+03
2.500000000000000000e+03 3.883222490549087524e-02 1.095333397388458252e-01 6.762996673583984375e+01 7.823593750000000000e+02 8.922403717041015625e+01 1.418825988769531250e+02 3.883222490549087524e-02 1.095333397388458252e-01 6.762996673583984375e+01 7.823593750000000000e+02 8.922403717041015625e+01 1.418825988769531250e+02 2.911990404129028320e+00
5.000000000000000000e+03 3.456159681081771851e-02 5.201341584324836731e-02 3.504702758789062500e+01 2.719871826171875000e+02 2.746668434143066406e+01 1.144684906005859375e+02 3.456159681081771851e-02 5.201341584324836731e-02 3.504702758789062500e+01 2.719871826171875000e+02 2.746668434143066406e+01 1.144684906005859375e+02 2.316479682922363281e+00
7.500000000000000000e+03 3.283605352044105530e-02 7.109946571290493011e-03 7.643967628479003906e+00 4.486485671997070312e+01 5.781763553619384766e+00 2.600775146484375000e+01 3.283605352044105530e-02 7.109946571290493011e-03 7.643967628479003906e+00 4.486485671997070312e+01 5.781763553619384766e+00 2.600775146484375000e+01 1.938058018684387207e+00
1.000000000000000000e+04 6.722315400838851929e-02 6.555579137057065964e-03 3.816701412200927734e+00 1.413268280029296875e+01 2.690229892730712891e+00 1.409103775024414062e+01 6.722315400838851929e-02 6.555579137057065964e-03 3.816701412200927734e+00 1.413268280029296875e+01 2.690229892730712891e+00 1.409103775024414062e+01 2.093848705291748047e+00
1.250000000000000000e+04 1.850378066301345825e-01 2.803597450256347656e-01 2.175105133056640625e+02 1.729779296875000000e+03 9.095590209960937500e+01 2.787096862792968750e+02 1.850378066301345825e-01 2.803597450256347656e-01 2.175105133056640625e+02 1.729779296875000000e+03 9.095590209960937500e+01 2.787096862792968750e+02 4.489879131317138672e+00
1.500000000000000000e+04 7.023035734891891479e-02 6.497380882501602173e-02 4.193876266479492188e+01 2.941224060058593750e+02 1.841421318054199219e+01 4.467350387573242188e+01 7.023035734891891479e-02 6.497380882501602173e-02 4.193876266479492188e+01 2.941224060058593750e+02 1.841421318054199219e+01 4.467350387573242188e+01 2.580077171325683594e+00
1.750000000000000000e+04 4.792957380414009094e-02 1.907469518482685089e-02 9.437352180480957031e+00 6.202677536010742188e+01 4.123775005340576172e+00 1.246702575683593750e+01 4.792957380414009094e-02 1.907469518482685089e-02 9.437352180480957031e+00 6.202677536010742188e+01 4.123775005340576172e+00 1.246702575683593750e+01 1.745777368545532227e+00
2.000000000000000000e+04 2.387738041579723358e-02 9.090496227145195007e-03 5.880314826965332031e+00 2.245705413818359375e+01 1.573153257369995117e+00 9.385054588317871094e+00 2.387738041579723358e-02 9.090496227145195007e-03 5.880314826965332031e+00 2.245705413818359375e+01 1.573153257369995117e+00 9.385054588317871094e+00 1.471583485603332520e+00
2.250000000000000000e+04 7.508186101913452148e-01 3.936715364456176758e+00 5.121057739257812500e+02 5.717563476562500000e+03 7.391436767578125000e+02 5.762502441406250000e+03 7.508186101913452148e-01 3.936715364456176758e+00 5.121057739257812500e+02 5.717563476562500000e+03 7.391436767578125000e+02 5.762502441406250000e+03 1.743536567687988281e+01
2.500000000000000000e+04 3.458303809165954590e-01 1.205195188522338867e+00 1.995258636474609375e+02 1.296883666992187500e+03 1.854139709472656250e+02 2.117595458984375000e+03 3.458303809165954590e-01 1.205195188522338867e+00 1.995258636474609375e+02 1.296883666992187500e+03 1.854139709472656250e+02 2.117595458984375000e+03 1.399606609344482422e+01
2.750000000000000000e+04 1.540186405181884766e-01 9.829312562942504883e-02 4.652224349975585938e+01 2.684794311523437500e+02 3.481429672241210938e+01 2.238261260986328125e+02 1.540186405181884766e-01 9.829312562942504883e-02 4.652224349975585938e+01 2.684794311523437500e+02 3.481429672241210938e+01 2.238261260986328125e+02 7.666348457336425781e+00
3.000000000000000000e+04 1.082879230380058289e-01 6.202960014343261719e-02 7.946076965332031250e+01 1.162047271728515625e+02 1.832736778259277344e+01 9.334026336669921875e+01 1.082879230380058289e-01 6.202960014343261719e-02 7.946076965332031250e+01 1.162047271728515625e+02 1.832736778259277344e+01 9.334026336669921875e+01 7.007367610931396484e+00
3.250000000000000000e+04 6.698105484247207642e-02 2.616168558597564697e-02 9.748016357421875000e+00 5.033247375488281250e+01 6.945282936096191406e+00 1.375069999694824219e+01 6.698105484247207642e-02 2.616168558597564697e-02 9.748016357421875000e+00 5.033247375488281250e+01 6.945282936096191406e+00 1.375069999694824219e+01 5.243175983428955078e+00
3.500000000000000000e+04 3.592364490032196045e-02 1.162865106016397476e-02 4.365982055664062500e+00 1.867223739624023438e+01 2.551287412643432617e+00 4.480830669403076172e+00 3.592364490032196045e-02 1.162865106016397476e-02 4.365982055664062500e+00 1.867223739624023438e+01 2.551287412643432617e+00 4.480830669403076172e+00 3.353797197341918945e+00
3.750000000000000000e+04 2.265493422746658325e-01 7.356967329978942871e-01 4.317404174804687500e+02 1.859941528320312500e+03 3.608292541503906250e+02 3.133642822265625000e+03 2.265493422746658325e-01 7.356967329978942871e-01 4.317404174804687500e+02 1.859941528320312500e+03 3.608292541503906250e+02 3.133642822265625000e+03 1.359504604339599609e+01
4.000000000000000000e+04 1.080413833260536194e-01 3.191367089748382568e-01 7.174515533447265625e+01 7.524492187500000000e+02 6.010868453979492188e+01 1.103804687500000000e+03 1.080413833260536194e-01 3.191367089748382568e-01 7.174515533447265625e+01 7.524492187500000000e+02 6.010868453979492188e+01 1.103804687500000000e+03 1.256341075897216797e+01
4.250000000000000000e+04 8.414109051227569580e-02 1.145094037055969238e-01 4.638674545288085938e+01 2.608663330078125000e+02 2.996460151672363281e+01 3.448681945800781250e+02 8.414109051227569580e-02 1.145094037055969238e-01 4.638674545288085938e+01 2.608663330078125000e+02 2.996460151672363281e+01 3.448681945800781250e+02 1.237380409240722656e+01
4.500000000000000000e+04 3.553353995084762573e-02 9.928902238607406616e-02 3.426075744628906250e+01 1.516686859130859375e+02 1.305561351776123047e+01 7.068169403076171875e+01 3.553353995084762573e-02 9.928902238607406616e-02 3.426075744628906250e+01 1.516686859130859375e+02 1.305561351776123047e+01 7.068169403076171875e+01 4.898828029632568359e+00
4.750000000000000000e+04 3.735936805605888367e-02 4.035249724984169006e-02 9.857757568359375000e+00 5.643853378295898438e+01 7.686784267425537109e+00 1.092989826202392578e+01 3.735936805605888367e-02 4.035249724984169006e-02 9.857757568359375000e+00 5.643853378295898438e+01 7.686784267425537109e+00 1.092989826202392578e+01 5.923291683197021484e+00
5.000000000000000000e+04 4.448488950729370117e-01 1.990068674087524414e+00 9.219533691406250000e+02 1.619495996093750000e+04 1.799929443359375000e+03 1.272768261718750000e+04 4.448488950729370117e-01 1.990068674087524414e+00 9.219533691406250000e+02 1.619495996093750000e+04 1.799929443359375000e+03 1.272768261718750000e+04 1.374853324890136719e+01
5.250000000000000000e+04 7.170774936676025391e-01 2.489733695983886719e-01 1.608283386230468750e+02 1.368237060546875000e+03 1.459653015136718750e+02 9.862726440429687500e+02 7.170774936676025391e-01 2.489733695983886719e-01 1.608283386230468750e+02 1.368237060546875000e+03 1.459653015136718750e+02 9.862726440429687500e+02 8.542972564697265625e+00
5.500000000000000000e+04 6.460981965065002441e-01 1.352516263723373413e-01 7.773959350585937500e+01 3.395453186035156250e+02 3.337025451660156250e+01 4.329257812500000000e+02 6.460981965065002441e-01 1.352516263723373413e-01 7.773959350585937500e+01 3.395453186035156250e+02 3.337025451660156250e+01 4.329257812500000000e+02 6.771530151367187500e+00
5.750000000000000000e+04 3.927269279956817627e-01 9.215422719717025757e-02 2.311925697326660156e+01 1.445015716552734375e+02 9.667630195617675781e+00 1.753382263183593750e+02 3.927269279956817627e-01 9.215422719717025757e-02 2.311925697326660156e+01 1.445015716552734375e+02 9.667630195617675781e+00 1.753382263183593750e+02 4.745277881622314453e+00
6.000000000000000000e+04 1.413395106792449951e-01 3.139524906873703003e-02 1.245707321166992188e+01 5.089020538330078125e+01 4.125589847564697266e+00 3.622146606445312500e+01 1.413395106792449951e-01 3.139524906873703003e-02 1.245707321166992188e+01 5.089020538330078125e+01 4.125589847564697266e+00 3.622146606445312500e+01 3.362408161163330078e+00
6.250000000000000000e+04 1.583218574523925781e-01 4.075637757778167725e-01 2.983539123535156250e+02 6.547812500000000000e+02 1.027456893920898438e+02 5.943764648437500000e+02 1.583218574523925781e-01 4.075637757778167725e-01 2.983539123535156250e+02 6.547812500000000000e+02 1.027456893920898438e+02 5.943764648437500000e+02 6.033066272735595703e+00
6.500000000000000000e+04 1.471070349216461182e-01 2.372337132692337036e-01 3.988638687133789062e+01 2.225726318359375000e+02 2.834055709838867188e+01 2.657323913574218750e+02 1.471070349216461182e-01 2.372337132692337036e-01 3.988638687133789062e+01 2.225726318359375000e+02 2.834055709838867188e+01 2.657323913574218750e+02 5.312471866607666016e+00
