# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 5.771870538592338562e-02 1.774801500141620636e-02 5.000472167968750000e+03 2.888879299163818359e+00 1.882326006889343262e+00 3.290342712402343750e+01 4.306188106536865234e+00 6.375229358673095703e-02 2.013479173183441162e-02 4.983754394531250000e+03 2.772370100021362305e+00 2.213385105133056641e+00 3.290342712402343750e+01 4.306188106536865234e+00 6.702087819576263428e-02
1.000000000000000000e+03 1.121865868568420410e+00 3.361729383468627930e-01 2.497576475143432617e-01 1.619200408458709717e-01 6.511773467063903809e-01 9.928777694702148438e+00 1.093093082308769226e-01 2.103069782257080078e+00 6.042375564575195312e-01 1.593546390533447266e+00 2.575343549251556396e-01 1.322851300239562988e+00 9.928777694702148438e+00 1.093093082308769226e-01 3.626558557152748108e-02
2.000000000000000000e+03 2.906618118286132812e-01 1.381991505622863770e-01 1.538378596305847168e-01 3.300604224205017090e-02 3.224992156028747559e-01 3.516892671585083008e+00 1.124517396092414856e-01 7.696706056594848633e-01 2.972753942012786865e-01 1.001856446266174316e+00 4.981000348925590515e-02 7.384819388389587402e-01 3.516892671585083008e+00 1.124517396092414856e-01 1.964017562568187714e-02
3.000000000000000000e+03 1.184397935867309570e-01 8.198314160108566284e-02 8.654553443193435669e-02 2.307463623583316803e-02 2.026271522045135498e-01 1.440975904464721680e+00 1.076709255576133728e-01 3.193061351776123047e-01 1.828829050064086914e-01 5.736819505691528320e-01 4.253588616847991943e-02 4.729882776737213135e-01 1.440975904464721680e+00 1.076709255576133728e-01 1.242425106465816498e-02
4.000000000000000000e+03 6.913873553276062012e-02 5.500192567706108093e-02 5.716968327760696411e-02 1.546578854322433472e-02 1.311981379985809326e-01 6.446704864501953125e-01 1.043231636285781860e-01 1.919569969177246094e-01 1.335644572973251343e-01 3.309127986431121826e-01 4.222590848803520203e-02 3.090808391571044922e-01 6.446704864501953125e-01 1.043231636285781860e-01 8.946121670305728912e-03
5.000000000000000000e+03 4.767993837594985962e-02 3.464575484395027161e-02 3.375876322388648987e-02 1.456592045724391937e-02 8.650859445333480835e-02 3.317896723747253418e-01 1.015829667448997498e-01 1.435418725013732910e-01 9.239620715379714966e-02 2.000248432159423828e-01 5.985708907246589661e-02 2.097034156322479248e-01 3.317896723747253418e-01 1.015829667448997498e-01 7.196103222668170929e-03
6.000000000000000000e+03 2.770218811929225922e-02 1.700569130480289459e-02 1.779785193502902985e-02 1.575396955013275146e-02 5.954023078083992004e-02 2.088083326816558838e-01 9.717808663845062256e-02 9.397052228450775146e-02 4.517817124724388123e-02 2.014746367931365967e-01 9.761860221624374390e-02 1.591280996799468994e-01 2.088083326816558838e-01 9.717808663845062256e-02 5.930060986429452896e-03
7.000000000000000000e+03 1.372417900711297989e-02 7.519388105720281601e-03 1.284047309309244156e-02 1.416631881147623062e-02 4.413712397217750549e-02 1.634207665920257568e-01 9.349653124809265137e-02 5.576606467366218567e-02 2.265709638595581055e-02 2.358013540506362915e-01 1.037177443504333496e-01 1.308425217866897583e-01 1.634207665920257568e-01 9.349653124809265137e-02 4.913750104606151581e-03
8.000000000000000000e+03 1.021111570298671722e-02 5.231397226452827454e-03 1.024492923170328140e-02 1.172594074159860611e-02 3.219709917902946472e-02 1.474163830280303955e-01 9.028565883636474609e-02 4.591425508260726929e-02 1.889386214315891266e-02 2.083018571138381958e-01 8.684459328651428223e-02 1.080377399921417236e-01 1.474163830280303955e-01 9.028565883636474609e-02 4.396582953631877899e-03
9.000000000000000000e+03 1.151028648018836975e-02 6.092100404202938080e-03 4.000324010848999023e-02 1.334462463855743408e-01 3.965418413281440735e-02 1.414023339748382568e-01 8.571604639291763306e-02 4.188738390803337097e-02 1.891116239130496979e-02 1.961671113967895508e-01 2.401080280542373657e-01 1.238974854350090027e-01 1.414023339748382568e-01 8.571604639291763306e-02 4.316945560276508331e-03
1.000000000000000000e+04 5.514101125299930573e-03 4.610842093825340271e-03 5.681585054844617844e-03 6.876443512737751007e-03 1.612788997590541840e-02 1.396045386791229248e-01 8.571518212556838989e-02 3.089106641709804535e-02 1.951554976403713226e-02 1.479434520006179810e-01 5.459881946444511414e-02 7.698810845613479614e-02 1.396045386791229248e-01 8.571518212556838989e-02 3.488532034680247307e-03
1.100000000000000000e+04 4.844487179070711136e-03 4.182976204901933670e-03 3.983970731496810913e-03 5.258807912468910217e-03 1.178178843110799789e-02 1.386330425739288330e-01 8.425603806972503662e-02 2.956481836736202240e-02 2.001668326556682587e-02 1.262082755565643311e-01 4.505318403244018555e-02 6.596016138792037964e-02 1.386330425739288330e-01 8.425603806972503662e-02 3.150049131363630295e-03
1.200000000000000000e+04 4.425020422786474228e-03 3.559294156730175018e-03 2.502947673201560974e-02 2.054593339562416077e-02 9.653502143919467926e-03 1.382997632026672363e-01 8.390899747610092163e-02 2.766194939613342285e-02 1.739297062158584595e-02 1.057502627372741699e-01 5.639694631099700928e-02 6.183220073580741882e-02 1.382997632026672363e-01 8.390899747610092163e-02 3.045639023184776306e-03
1.300000000000000000e+04 3.557375632226467133e-03 2.833573846146464348e-03 3.410411998629570007e-03 4.136037081480026245e-03 7.391580380499362946e-03 1.377084553241729736e-01 8.265600353479385376e-02 2.506195940077304840e-02 1.507625076919794083e-02 9.411528706550598145e-02 3.921329230070114136e-02 5.032820254564285278e-02 1.377084553241729736e-01 8.265600353479385376e-02 2.856246894225478172e-03
1.400000000000000000e+04 3.051833948120474815e-03 2.226159209385514259e-03 2.829296747222542763e-03 4.204863216727972031e-03 6.100027356296777725e-03 1.377516388893127441e-01 8.216576278209686279e-02 2.290426939725875854e-02 1.249225717037916183e-02 7.946807891130447388e-02 4.003713652491569519e-02 4.577214643359184265e-02 1.377516388893127441e-01 8.216576278209686279e-02 2.733530476689338684e-03
1.500000000000000000e+04 2.791353501379489899e-03 1.834619441069662571e-03 4.948317259550094604e-02 2.349768020212650299e-02 5.323055200278759003e-03 1.374024599790573120e-01 8.154399693012237549e-02 2.126499824225902557e-02 1.067366916686296463e-02 1.386123299598693848e-01 6.366412341594696045e-02 3.961870446801185608e-02 1.374024599790573120e-01 8.154399693012237549e-02 2.652516122907400131e-03
1.600000000000000000e+04 2.410239074379205704e-03 1.431117765605449677e-03 2.562156179919838905e-03 5.216045770794153214e-03 5.012203473597764969e-03 1.375526040792465210e-01 8.142786473035812378e-02 1.967064850032329559e-02 8.941445499658584595e-03 6.509868055582046509e-02 4.042337834835052490e-02 4.077004268765449524e-02 1.375526040792465210e-01 8.142786473035812378e-02 2.555008046329021454e-03
1.700000000000000000e+04 2.105885883793234825e-03 1.179622136987745762e-03 1.089787017554044724e-02 7.109287194907665253e-03 3.989498596638441086e-03 1.373719871044158936e-01 8.127646148204803467e-02 1.872121356427669525e-02 7.979386486113071442e-03 7.737890630960464478e-02 4.434942454099655151e-02 3.586339205503463745e-02 1.373719871044158936e-01 8.127646148204803467e-02 2.471225569024682045e-03
1.800000000000000000e+04 2.033765194937586784e-03 1.060772221535444260e-03 1.055623311549425125e-02 5.268850829452276230e-03 3.777620615437626839e-03 1.374079138040542603e-01 8.121147751808166504e-02 1.792902126908302307e-02 6.966721732169389725e-03 5.529703199863433838e-02 3.980215266346931458e-02 3.687298670411109924e-02 1.374079138040542603e-01 8.121147751808166504e-02 2.454813802614808083e-03
1.900000000000000000e+04 1.847197650931775570e-03 9.532741387374699116e-04 1.522894389927387238e-02 6.716507486999034882e-03 3.309690626338124275e-03 1.375258862972259521e-01 8.100998401641845703e-02 1.742637902498245239e-02 6.584895309060811996e-03 6.218843907117843628e-02 3.985136747360229492e-02 3.681147471070289612e-02 1.375258862972259521e-01 8.100998401641845703e-02 2.373952651396393776e-03
2.000000000000000000e+04 1.597415423020720482e-03 8.729468099772930145e-04 1.195478020235896111e-03 2.542767440900206566e-03 3.221408696845173836e-03 1.373407095670700073e-01 8.057705312967300415e-02 1.716521196067333221e-02 6.255412474274635315e-03 7.235445082187652588e-02 3.902903571724891663e-02 4.644613340497016907e-02 1.373407095670700073e-01 8.057705312967300415e-02 2.288741525262594223e-03
2.100000000000000000e+04 1.369967241771519184e-03 7.917046314105391502e-04 3.444486996158957481e-03 2.548461779952049255e-03 2.679219236597418785e-03 1.372877359390258789e-01 8.009462803602218628e-02 1.839160732924938202e-02 6.681227125227451324e-03 1.212272942066192627e-01 4.799191653728485107e-02 5.804683640599250793e-02 1.372877359390258789e-01 8.009462803602218628e-02 2.176112262532114983e-03
2.200000000000000000e+04 1.177195226773619652e-03 8.258273010142147541e-04 1.163626555353403091e-03 2.054745098575949669e-03 3.774880431592464447e-03 1.373530626296997070e-01 7.897876948118209839e-02 2.233964018523693085e-02 7.521902211010456085e-03 2.026376426219940186e-01 7.169985771179199219e-02 1.694089621305465698e-01 1.373530626296997070e-01 7.897876948118209839e-02 2.242691814899444580e-03
2.300000000000000000e+04 9.767299052327871323e-04 6.877030828036367893e-04 5.662243347615003586e-03 2.686370862647891045e-03 2.714975737035274506e-03 1.369023174047470093e-01 7.573602348566055298e-02 3.928001597523689270e-02 1.747164316475391388e-02 6.494584083557128906e-01 2.553938329219818115e-01 4.675248861312866211e-01 1.369023174047470093e-01 7.573602348566055298e-02 2.152134664356708527e-03
2.400000000000000000e+04 1.005718717351555824e-03 7.374961278401315212e-04 3.105857782065868378e-02 5.915096960961818695e-03 2.752634929493069649e-03 1.368422806262969971e-01 7.231430709362030029e-02 6.438243389129638672e-02 4.099206253886222839e-02 1.135472059249877930e+00 5.832900404930114746e-01 1.878949403762817383e+00 1.368422806262969971e-01 7.231430709362030029e-02 2.351003000512719154e-03
2.500000000000000000e+04 8.927312446758151054e-04 6.055774865671992302e-04 1.181848719716072083e-02 4.568460863083600998e-03 2.844565082341432571e-03 1.369554847478866577e-01 7.073748111724853516e-02 7.019492983818054199e-02 4.393144696950912476e-02 1.227041006088256836e+00 8.149079680442810059e-01 4.118337631225585938e+00 1.369554847478866577e-01 7.073748111724853516e-02 2.407587366178631783e-03
2.600000000000000000e+04 8.965299930423498154e-04 9.821393759921193123e-04 8.749337866902351379e-03 2.733101835474371910e-03 3.231362672522664070e-03 1.365831494331359863e-01 7.028903812170028687e-02 7.666948437690734863e-02 1.583438813686370850e-01 1.742694497108459473e+00 1.154278874397277832e+00 3.376139640808105469e+00 1.365831494331359863e-01 7.028903812170028687e-02 3.088453318923711777e-03
2.700000000000000000e+04 9.743591654114425182e-04 6.950570968911051750e-04 4.785824101418256760e-03 4.883938468992710114e-03 2.880023093894124031e-03 1.367275118827819824e-01 6.936716288328170776e-02 8.577162027359008789e-02 2.942169606685638428e-01 2.094594717025756836e+00 1.578462123870849609e+00 5.079795837402343750e+00 1.367275118827819824e-01 6.936716288328170776e-02 3.751177107915282249e-03
2.800000000000000000e+04 3.583278041332960129e-03 1.787016983143985271e-03 1.163737997412681580e-01 6.859305780380964279e-03 4.145152866840362549e-03 1.367566287517547607e-01 6.897542625665664673e-02 1.093921810388565063e-01 5.239453315734863281e-01 2.508496761322021484e+00 1.895999312400817871e+00 5.617055416107177734e+00 1.367566287517547607e-01 6.897542625665664673e-02 4.602363798767328262e-03
2.900000000000000000e+04 1.137207262217998505e-03 1.519626588560640812e-03 2.839774359017610550e-03 3.323153126984834671e-03 4.825560841709375381e-03 1.372165530920028687e-01 7.154872268438339233e-02 7.425923645496368408e-02 3.018327951431274414e-01 2.285025835037231445e+00 1.200531125068664551e+00 5.527141571044921875e+00 1.372165530920028687e-01 7.154872268438339233e-02 4.006312228739261627e-03
3.000000000000000000e+04 6.320615648292005062e-04 8.442190592177212238e-04 1.462580519728362560e-03 1.505894004367291927e-03 2.645730506628751755e-03 1.367511153221130371e-01 6.964502483606338501e-02 5.391512811183929443e-02 5.688365697860717773e-01 2.896415710449218750e+00 1.776442885398864746e+00 6.174678802490234375e+00 1.367511153221130371e-01 6.964502483606338501e-02 4.740976262837648392e-03
3.100000000000000000e+04 5.048966268077492714e-04 6.695959600619971752e-04 9.156237938441336155e-04 9.344735299237072468e-04 2.100731479004025459e-03 1.366353482007980347e-01 6.872752308845520020e-02 5.676027759909629822e-02 1.042792439460754395e+00 3.233832836151123047e+00 2.275823593139648438e+00 6.528444766998291016e+00 1.366353482007980347e-01 6.872752308845520020e-02 5.804835818707942963e-03
