# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.556182289123535156e+01 1.097191619873046875e+01 1.767824340820312500e+03 3.989028930664062500e-02 7.540168457031250000e+02 4.619225769042968750e+02 1.545234620571136475e-01 2.590273666381835938e+01 3.559593582153320312e+01 1.512467765808105469e+01 1.503020996093750000e+03 3.973325714468955994e-02 6.411657714843750000e+02 4.619225769042968750e+02 1.545234620571136475e-01 2.590273666381835938e+01 3.622976684570312500e+01
1.000000000000000000e+03 2.398702548816800117e-03 1.281584147363901138e-03 4.780811723321676254e-03 2.895693061873316765e-03 7.656838279217481613e-03 5.928186146775260568e-05 9.499746374785900116e-03 1.672604866325855255e-02 1.246713381260633469e-02 2.617632970213890076e-03 2.510666660964488983e-02 5.301616154611110687e-03 7.381302863359451294e-02 5.928186146775260568e-05 9.499746374785900116e-03 1.672604866325855255e-02 4.845898747444152832e-01
2.000000000000000000e+03 1.360603142529726028e-03 6.292122416198253632e-04 2.046286826953291893e-03 1.392562757246196270e-03 1.612210180610418320e-03 8.214448462240397930e-05 3.253274480812251568e-04 2.665247535333037376e-03 8.620603941380977631e-03 1.446074689738452435e-03 1.618319377303123474e-02 2.331146504729986191e-03 2.232024818658828735e-02 8.214448462240397930e-05 3.253274480812251568e-04 2.665247535333037376e-03 3.842794299125671387e-01
3.000000000000000000e+03 1.182909472845494747e-03 2.729855186771601439e-04 1.012468128465116024e-03 1.454904209822416306e-03 1.052228384651243687e-03 5.677992521668784320e-05 2.649881935212761164e-04 1.630572718568146229e-03 6.543293595314025879e-03 5.782928783446550369e-04 1.362440641969442368e-02 2.111808629706501961e-03 1.011419203132390976e-02 5.677992521668784320e-05 2.649881935212761164e-04 1.630572718568146229e-03 3.457885682582855225e-01
4.000000000000000000e+03 5.876831710338592529e-04 7.529956928920000792e-05 1.877766288816928864e-02 1.203574007377028465e-03 2.448996761813759804e-03 6.567953096237033606e-05 2.633959811646491289e-04 2.707540756091475487e-03 4.118437878787517548e-03 3.179603954777121544e-04 3.332786634564399719e-02 3.370735794305801392e-03 7.246415596455335617e-03 6.567953096237033606e-05 2.633959811646491289e-04 2.707540756091475487e-03 2.481939643621444702e-01
5.000000000000000000e+03 1.089739962480962276e-03 3.861674122163094580e-05 1.381436013616621494e-03 1.165197580121457577e-03 4.346816567704081535e-04 1.528113061795011163e-04 2.711465349420905113e-04 8.944671135395765305e-04 5.356451962143182755e-03 1.086381671484559774e-04 1.719469577074050903e-02 4.085129126906394958e-03 3.288189880549907684e-03 1.528113061795011163e-04 2.711465349420905113e-04 8.944671135395765305e-04 3.222244679927825928e-01
6.000000000000000000e+03 8.759547490626573563e-04 1.672434518695808947e-05 1.507527311332523823e-03 9.821264538913965225e-04 3.627242695074528456e-04 1.515879557700827718e-04 2.628828806336969137e-04 7.378083537332713604e-04 4.649486392736434937e-03 3.998364991275593638e-05 1.996247470378875732e-02 5.067317280918359756e-03 2.081159269437193871e-03 1.515879557700827718e-04 2.628828806336969137e-04 7.378083537332713604e-04 2.997524738311767578e-01
7.000000000000000000e+03 8.623094763606786728e-04 1.102958503906847909e-05 3.610423533245921135e-03 2.819639048539102077e-04 5.746897659264504910e-04 1.085701005649752915e-04 1.781749451765790582e-04 2.634492993820458651e-04 5.224671680480241776e-03 3.241600643377751112e-05 3.123777918517589569e-02 8.749620988965034485e-03 1.520797726698219776e-03 1.085701005649752915e-04 1.781749451765790582e-04 2.634492993820458651e-04 3.148090839385986328e-01
8.000000000000000000e+03 6.389620830304920673e-04 2.008919182117097080e-05 1.106857904233038425e-03 2.804511459544301033e-04 1.010590931400656700e-03 1.323044532909989357e-03 1.880572090158239007e-04 3.014001122210174799e-04 4.452438559383153915e-03 3.073584957746788859e-05 2.857089228928089142e-02 8.501620031893253326e-03 1.730792573653161526e-03 1.323044532909989357e-03 1.880572090158239007e-04 3.014001122210174799e-04 2.828539013862609863e-01
9.000000000000000000e+03 5.380578804761171341e-04 8.067425369517877698e-06 9.857564000412821770e-04 6.599738262593746185e-04 2.702269703149795532e-04 9.869812056422233582e-04 1.660301495576277375e-04 7.331738597713410854e-04 4.062489140778779984e-03 3.781324630836024880e-05 2.172245271503925323e-02 6.967230699956417084e-03 8.361968793906271458e-04 9.869812056422233582e-04 1.660301495576277375e-04 7.331738597713410854e-04 2.659214437007904053e-01
