# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.685859084129333496e+00 7.527854442596435547e+00 1.113187000000000000e+07 1.269704625000000000e+06 5.348538281250000000e+04 7.759074707031250000e+02 2.449178250000000000e+06 5.715570703125000000e+04 2.095547199249267578e+00 1.471732425689697266e+01 1.879558600000000000e+07 2.126635750000000000e+06 1.446568437500000000e+05 7.759074707031250000e+02 2.449178250000000000e+06 5.715570703125000000e+04 1.907853507995605469e+01
1.000000000000000000e+03 4.135111346840858459e-02 1.026223748922348022e-01 1.838860893249511719e+01 6.266813755035400391e+00 7.745419979095458984e+00 4.388883709907531738e-03 8.758821487426757812e+00 1.329110240936279297e+01 1.963323652744293213e-01 2.357508689165115356e-01 2.220621582031250000e+03 2.427956237792968750e+02 2.481724395751953125e+02 4.388883709907531738e-03 8.758821487426757812e+00 1.329110240936279297e+01 1.913073778152465820e+00
2.000000000000000000e+03 4.119310155510902405e-02 4.674801528453826904e-01 1.691342544555664062e+01 3.250395536422729492e+00 4.563039779663085938e+00 1.470534596592187881e-03 1.284972667694091797e+01 1.130148315429687500e+01 4.088837653398513794e-02 9.942220449447631836e-01 6.601546020507812500e+02 7.350235748291015625e+01 1.723178863525390625e+02 1.470534596592187881e-03 1.284972667694091797e+01 1.130148315429687500e+01 2.519664049148559570e+00
3.000000000000000000e+03 5.023516714572906494e-02 2.787432968616485596e-01 6.344405174255371094e+00 2.081772327423095703e+00 3.253689527511596680e+00 1.723737921565771103e-03 2.431929349899291992e+00 5.224148750305175781e+00 5.701782181859016418e-02 6.784080266952514648e-01 1.624073638916015625e+02 1.920086288452148438e+01 5.323880004882812500e+01 1.723737921565771103e-03 2.431929349899291992e+00 5.224148750305175781e+00 2.241631269454956055e+00
4.000000000000000000e+03 8.466035872697830200e-02 1.072939783334732056e-01 1.027077436447143555e+00 8.266570568084716797e-01 2.340788602828979492e+00 7.884551305323839188e-04 9.529217720031738281e+00 6.531835937500000000e+01 9.268216043710708618e-02 1.744728982448577881e-01 6.187466049194335938e+01 7.347208976745605469e+00 7.416282653808593750e+00 7.884551305323839188e-04 9.529217720031738281e+00 6.531835937500000000e+01 1.664067745208740234e+00
5.000000000000000000e+03 6.985320895910263062e-02 2.987583354115486145e-02 4.526169896125793457e-01 6.930515766143798828e-01 1.518903493881225586e+00 9.044648031704127789e-04 6.136304140090942383e-01 6.679364681243896484e+00 9.416706860065460205e-02 4.735324159264564514e-02 9.651326179504394531e+00 1.826289415359497070e+00 3.656154632568359375e+00 9.044648031704127789e-04 6.136304140090942383e-01 6.679364681243896484e+00 1.569321870803833008e+00
6.000000000000000000e+03 4.822082072496414185e-02 1.487439218908548355e-02 1.440018415451049805e+00 3.875146806240081787e-01 8.601254224777221680e-01 1.099995221011340618e-03 8.006572127342224121e-01 4.979029178619384766e+00 5.909486114978790283e-02 2.725425362586975098e-02 8.799119949340820312e+00 1.473156809806823730e+00 1.524397945404052734e+01 1.099995221011340618e-03 8.006572127342224121e-01 4.979029178619384766e+00 1.317809820175170898e+00
7.000000000000000000e+03 5.113697052001953125e-02 1.901884190738201141e-02 6.980107116699218750e+01 9.829812049865722656e+00 1.083448648452758789e+00 3.910987172275781631e-03 2.914030551910400391e+00 2.899159669876098633e+00 8.938118815422058105e-02 3.862667828798294067e-02 8.176979827880859375e+01 1.119437980651855469e+01 3.652601480484008789e+00 3.910987172275781631e-03 2.914030551910400391e+00 2.899159669876098633e+00 1.542982578277587891e+00
8.000000000000000000e+03 4.110503196716308594e-02 4.204994067549705505e-02 1.883868286132812500e+03 1.874104614257812500e+02 6.339920806884765625e+01 2.635188817977905273e+00 1.577825317382812500e+02 3.399838638305664062e+01 9.209313988685607910e-02 6.421238183975219727e-02 1.762838012695312500e+03 1.770748901367187500e+02 8.714080047607421875e+01 2.635188817977905273e+00 1.577825317382812500e+02 3.399838638305664062e+01 1.665693163871765137e+00
9.000000000000000000e+03 1.624490879476070404e-02 7.696170825511217117e-03 5.634710788726806641e-01 9.591811895370483398e-02 2.349078655242919922e-01 1.098243054002523422e-03 7.136331796646118164e-01 4.136235713958740234e+00 5.176743492484092712e-02 1.309151574969291687e-02 1.162347602844238281e+01 2.075931310653686523e+00 1.404736280441284180e+00 1.098243054002523422e-03 7.136331796646118164e-01 4.136235713958740234e+00 1.131376266479492188e+00
1.000000000000000000e+04 1.452368218451738358e-02 7.042461540549993515e-03 8.996084332466125488e-02 1.455904096364974976e-01 1.431719362735748291e-01 1.136896782554686069e-03 1.741831153631210327e-01 1.813042998313903809e+00 6.675683706998825073e-02 1.153104193508625031e-02 1.093230915069580078e+01 2.118144512176513672e+00 1.126257061958312988e+00 1.136896782554686069e-03 1.741831153631210327e-01 1.813042998313903809e+00 1.139162659645080566e+00
